oxygen,pressure,temperature,vibration,solar_intensity
21.0,101.32,22.0,0.0219,116.13
21.01,101.28,22.1,0.0188,116.89
21.01,101.29,22.09,0.0176,117.38
20.99,101.32,21.92,0.019,118.65
21.0,101.32,21.93,0.0173,119.18
21.01,101.28,22.01,0.0218,119.89
21.0,101.3,21.94,0.0212,121.03
20.98,101.29,21.97,0.0188,122.31
21.0,101.31,22.08,0.0198,123.02
20.99,101.34,21.98,0.0196,125.02
21.0,101.31,21.92,0.0179,125.46
20.99,101.26,22.03,0.0197,126.52
20.99,101.32,22.04,0.0205,128.01
20.98,101.33,21.9,0.0188,128.91
20.99,101.29,21.91,0.0219,130.14
21.01,101.32,21.97,0.0195,131.3
21.02,101.33,22.07,0.0211,133.06
21.02,101.34,21.95,0.0179,134.25
21.01,101.35,21.93,0.0214,135.69
21.01,101.28,21.92,0.0176,137.02
20.99,101.32,22.09,0.0228,138.03
21.01,101.33,22.0,0.0204,139.6
20.99,101.35,22.02,0.0205,140.44
21.0,101.32,22.0,0.0174,142.14
20.99,101.26,21.99,0.0176,142.91
20.99,101.34,22.1,0.0202,143.57
21.01,101.35,22.08,0.0209,145.44
20.99,101.29,22.01,0.0172,146.19
20.99,101.29,21.98,0.0211,146.94
21.01,101.3,21.97,0.0177,148.02
20.98,101.27,21.99,0.0177,149.31
21.02,101.26,22.05,0.0202,150.86
21.01,101.35,22.06,0.0223,151.63
20.99,101.3,22.09,0.0221,151.92
21.0,101.33,21.95,0.0192,153.58
20.99,101.26,22.0,0.017,153.93
21.01,101.31,21.98,0.0224,154.97
20.99,101.31,22.09,0.0223,156.07
20.98,101.27,22.09,0.0225,156.14
21.02,101.28,21.96,0.0222,157.23
20.98,101.29,22.0,0.0203,157.26
20.99,101.26,22.0,0.0229,157.84
21.0,101.26,22.03,0.0213,158.22
21.0,101.34,21.93,0.0222,159.36
20.99,101.29,21.97,0.0195,159.42
20.99,101.3,22.03,0.0195,159.28
21.02,101.34,21.91,0.0183,160.08
20.99,101.26,21.98,0.0219,159.94
21.01,101.3,22.08,0.0194,160.08
20.98,101.26,21.94,0.0212,160.25
21.0,101.26,22.02,0.0208,159.71
21.01,101.31,21.97,0.0179,159.86
21.01,101.27,21.92,0.0183,159.25
21.0,101.25,22.03,0.0188,159.39
20.99,101.3,21.91,0.0218,158.85
21.0,101.3,21.97,0.0194,159.1
21.02,101.34,21.99,0.0222,158.74
21.01,101.26,21.93,0.019,158.48
20.99,101.34,22.04,0.0222,157.77
20.99,101.28,22.0,0.0191,156.96
21.02,101.3,22.04,0.0208,156.4
21.01,101.26,22.07,0.0179,155.56
20.99,101.29,22.07,0.0217,155.25
21.01,101.27,21.98,0.0205,154.3
20.99,101.34,21.91,0.022,153.05
21.01,101.32,22.05,0.021,152.26
21.0,101.27,21.96,0.0208,151.56
21.01,101.25,22.04,0.0225,150.38
21.0,101.26,22.02,0.0176,149.1
20.99,101.31,22.02,0.021,148.94
21.01,101.26,22.02,0.0181,147.93
21.01,101.29,22.02,0.0189,146.63
20.98,101.3,22.06,0.0216,145.0
21.0,101.33,21.96,0.0214,144.48
21.0,101.26,21.97,0.0197,143.42
20.99,101.26,21.95,0.0227,141.72
21.01,101.31,21.98,0.0227,140.41
20.98,101.31,22.07,0.0204,139.03
20.99,101.29,21.9,0.0213,137.56
20.98,101.26,21.91,0.022,136.59
21.02,101.33,21.96,0.019,135.6
21.01,101.33,22.0,0.0193,133.91
20.99,101.27,21.91,0.0182,132.92
21.02,101.33,21.94,0.0228,131.52
21.02,101.27,22.01,0.0226,131.02
20.98,101.31,22.1,0.0198,129.0
21.02,101.27,22.04,0.0222,128.01
20.98,101.33,22.03,0.0222,127.28
21.01,101.35,21.94,0.0174,125.88
21.0,101.34,21.97,0.0173,124.58
21.0,101.28,21.93,0.0211,123.03
20.98,101.32,21.96,0.0191,122.86
21.02,101.3,22.07,0.0208,120.97
21.01,101.3,21.99,0.0226,119.99
21.02,101.3,21.91,0.0172,119.01
20.99,101.31,21.93,0.0185,118.18
21.01,101.28,22.05,0.0176,117.96
21.0,101.31,21.95,0.0174,116.14
20.99,101.34,22.1,0.0205,115.76
21.01,101.3,22.02,0.0223,114.56
21.02,101.25,22.01,0.0228,114.54
21.01,101.35,21.95,0.0192,114.04
21.02,101.26,22.08,0.0193,113.0
21.02,101.28,21.98,0.0207,112.86
21.01,101.28,22.01,0.0206,112.37
21.0,101.33,21.96,0.0191,111.85
21.0,101.32,21.97,0.0219,111.33
21.01,101.27,22.09,0.0204,110.45
20.99,101.26,22.06,0.017,110.38
21.0,101.3,22.02,0.0205,110.15
21.01,101.32,22.09,0.0182,109.98
20.98,101.33,21.94,0.02,109.92
20.99,101.28,22.05,0.021,109.8
20.98,101.32,22.03,0.0192,109.98
20.98,101.29,22.0,0.0175,109.65
20.99,101.35,22.08,0.0214,110.51
21.0,101.31,21.93,0.018,110.23
21.0,101.3,21.9,0.0223,110.96
20.98,101.34,21.91,0.0216,111.21
21.0,101.27,21.9,0.0199,111.73
20.99,101.28,21.95,0.0184,112.46
20.99,101.29,22.01,0.0193,112.23
21.01,101.33,22.01,0.0196,113.09
21.0,101.31,21.94,0.0216,114.2
20.98,101.25,21.97,0.0173,114.51
21.0,101.27,22.03,0.0195,115.0
21.01,101.34,21.92,0.0213,116.14
20.98,101.26,21.99,0.0196,116.42
21.01,101.29,22.01,0.0205,118.14
21.01,101.32,21.98,0.0205,118.68
20.99,101.33,21.91,0.0171,119.85
21.0,101.26,22.09,0.0172,121.07
21.0,101.3,22.1,0.0215,121.33
21.0,101.28,22.09,0.023,123.16
21.0,101.29,21.95,0.0177,123.38
21.02,101.29,21.94,0.0174,125.02
21.02,101.33,21.9,0.0218,126.03
20.99,101.33,21.91,0.0192,127.5
21.0,101.32,22.06,0.0217,128.06
20.98,101.26,21.94,0.0215,129.86
21.01,101.3,22.08,0.0198,130.45
21.02,101.25,22.06,0.0212,132.25
20.99,101.27,22.06,0.0217,133.61
21.0,101.34,21.99,0.0202,135.04
21.0,101.26,21.91,0.0196,136.32
21.0,101.29,22.03,0.0183,137.1
21.0,101.34,22.06,0.0229,138.26
21.0,101.33,22.08,0.0203,139.13
20.98,101.3,22.08,0.019,140.4
21.01,101.27,21.94,0.0216,142.5
20.99,101.3,22.05,0.021,143.49
21.0,101.34,22.07,0.0189,144.07
20.98,101.33,21.99,0.0218,145.31
21.01,101.27,22.0,0.0214,146.18
20.99,101.27,21.9,0.0187,147.54
20.98,101.35,22.0,0.02,149.3
21.01,101.31,21.98,0.0178,150.27
21.01,101.28,21.92,0.0204,151.13
21.01,101.3,22.01,0.0207,151.45
21.01,101.32,22.04,0.0229,152.73
20.99,101.3,22.05,0.0211,153.99
21.01,101.25,21.91,0.0216,154.77
21.0,101.27,22.01,0.0201,155.35
21.0,101.27,22.0,0.0177,156.28
20.99,101.27,21.98,0.0199,156.04
21.01,101.33,22.08,0.0213,156.86
21.01,101.26,21.99,0.0222,158.04
20.98,101.26,22.05,0.0179,157.78
21.01,101.26,21.94,0.0228,159.07
21.01,101.27,21.94,0.0218,159.16
21.01,101.32,22.02,0.0225,159.41
20.99,101.29,21.94,0.0229,159.14
21.0,101.32,22.08,0.0194,159.59
20.99,101.33,22.05,0.0217,159.52
20.99,101.28,21.92,0.0187,160.06
21.01,101.33,21.96,0.0207,159.93
21.02,101.27,22.03,0.0211,159.84
21.0,101.3,21.95,0.0177,159.88
21.0,101.35,22.06,0.021,159.96
21.01,101.26,21.98,0.019,159.86
20.98,101.26,21.94,0.0191,158.81
21.02,101.33,22.1,0.021,158.27
21.0,101.29,21.99,0.02,158.5
20.99,101.29,22.07,0.0205,157.8
21.02,101.29,22.08,0.0175,157.25
21.01,101.28,21.93,0.0192,156.95
21.0,101.32,22.05,0.019,155.65
21.01,101.26,22.04,0.0198,155.71
21.0,101.34,22.06,0.0197,154.71
20.98,101.31,21.97,0.0181,153.45
21.0,101.27,22.04,0.0211,152.63
20.99,101.27,22.07,0.022,152.55
21.01,101.33,22.05,0.0207,150.76
21.01,101.27,22.1,0.022,150.56
21.0,101.29,21.99,0.0218,148.74
21.02,101.33,21.96,0.0199,148.1
21.0,101.25,21.92,0.0207,147.6
20.98,101.33,22.08,0.0215,145.91
21.0,101.29,21.93,0.0193,144.91
21.02,101.28,22.02,0.0178,143.93
21.01,101.32,22.01,0.0204,142.89
20.99,101.3,21.91,0.019,141.41
20.99,101.33,21.97,0.0203,139.71
21.0,101.34,21.94,0.0199,138.62
21.01,101.35,21.97,0.0179,137.57
21.0,101.26,21.97,0.0214,135.93
20.98,101.26,22.07,0.0223,135.14
21.0,101.29,22.09,0.0179,134.04
21.01,101.26,22.06,0.0211,132.89
21.0,101.31,22.09,0.0219,130.98
20.98,101.27,22.06,0.0182,129.7
20.99,101.32,21.94,0.0192,128.77
21.01,101.34,21.97,0.0171,128.24
21.01,101.33,22.03,0.0205,126.85
20.98,101.28,21.93,0.0222,125.79
21.01,101.3,22.05,0.0172,124.29
20.99,101.33,22.02,0.0176,122.79
21.01,101.34,22.03,0.0221,121.68
20.99,101.29,22.01,0.0215,121.31
20.99,101.32,22.01,0.0189,119.66
20.99,101.28,22.08,0.0197,118.56
20.98,101.31,22.06,0.019,117.66
21.01,101.32,21.92,0.0194,117.2
20.99,101.26,21.95,0.0218,116.0
20.98,101.34,22.09,0.0198,115.51
20.98,101.32,21.92,0.0213,114.87
20.99,101.31,22.03,0.0174,113.84
20.99,101.33,22.0,0.0205,113.76
20.99,101.35,21.94,0.022,113.18
20.98,101.27,21.93,0.023,111.86
21.02,101.3,22.02,0.0193,111.6
20.98,101.3,22.1,0.0223,111.71
20.98,101.3,21.93,0.0225,111.17
21.01,101.32,22.08,0.0196,111.0
21.02,101.32,22.06,0.0222,110.75
21.01,101.35,21.9,0.0179,110.59
21.01,101.26,21.95,0.0209,110.27
20.98,101.33,21.96,0.02,110.2
21.0,101.27,21.9,0.0186,109.9
21.01,101.32,22.1,0.0194,110.45
20.99,101.25,21.92,0.022,110.61
20.99,101.28,21.95,0.0208,110.34
20.99,101.29,21.97,0.0196,110.34
20.98,101.35,22.04,0.0203,110.9
20.99,101.33,21.95,0.0227,111.35
21.0,101.26,22.04,0.017,112.05
21.0,101.32,22.01,0.0205,112.33
20.98,101.29,21.94,0.0213,112.83
20.99,101.29,21.96,0.021,113.65
20.99,101.31,22.06,0.0216,114.34
21.01,101.26,22.03,0.0175,114.49
21.01,101.35,21.97,0.0198,115.51
21.01,101.3,22.1,0.0199,116.68
21.0,101.32,21.92,0.0174,117.17
20.99,101.32,21.94,0.0196,117.63
21.02,101.26,22.07,0.0204,119.29
21.01,101.28,21.97,0.0172,120.3
21.02,101.3,21.99,0.019,121.39
20.98,101.29,21.95,0.0171,121.84
20.98,101.33,22.01,0.0229,123.43
21.02,101.35,22.03,0.0199,123.69
20.99,101.26,22.04,0.0183,124.87
20.99,101.3,22.06,0.0194,126.62
21.02,101.31,21.98,0.0186,128.14
21.01,101.35,21.93,0.0199,128.93
20.98,101.26,22.03,0.018,129.85
20.98,101.3,21.91,0.0203,131.81
20.99,101.33,21.97,0.0212,132.88
21.0,101.3,22.07,0.0191,133.67
21.0,101.35,22.1,0.0229,135.09
21.01,101.27,21.93,0.0209,136.03
21.01,101.32,22.08,0.0199,137.71
20.98,101.34,21.92,0.0192,138.92
20.98,101.3,22.04,0.0189,140.3
20.99,101.34,21.99,0.0208,141.33
20.98,101.28,22.08,0.021,142.95
21.01,101.26,22.08,0.0203,143.63
21.01,101.31,21.95,0.0189,144.56
21.02,101.3,22.02,0.0193,146.32
21.0,101.3,22.08,0.0223,146.89
21.0,101.34,22.06,0.0198,147.94
21.01,101.29,22.03,0.0218,148.71
20.99,101.27,21.93,0.0207,150.51
20.99,101.27,21.97,0.0228,151.25
21.01,101.33,21.98,0.0219,152.55
21.01,101.27,22.0,0.0226,153.1
20.99,101.3,21.98,0.0172,153.76
21.0,101.27,22.02,0.0204,154.92
21.0,101.27,21.9,0.018,155.36
20.98,101.35,21.95,0.021,156.06
21.02,101.32,21.91,0.0177,156.95
21.02,101.33,22.08,0.0203,157.67
20.98,101.3,22.08,0.0181,157.61
20.99,101.33,22.01,0.0183,158.29
21.0,101.33,22.04,0.017,158.6
21.01,101.3,21.92,0.0208,159.31
20.98,101.34,21.9,0.0212,159.57
20.99,101.35,21.96,0.0195,159.29
21.01,101.27,22.08,0.0194,159.67
20.98,101.27,21.91,0.0208,159.97
20.98,101.29,22.08,0.0178,160.46
21.02,101.29,22.04,0.0189,159.71
21.01,101.35,21.96,0.0217,160.38
20.99,101.3,22.09,0.0172,159.42
21.0,101.28,22.0,0.0184,160.09
21.01,101.31,21.99,0.0185,159.65
21.01,101.34,22.09,0.0208,159.28
20.99,101.3,22.03,0.0203,158.78
20.98,101.35,21.91,0.0182,158.28
21.01,101.34,21.96,0.0205,157.79
20.98,101.27,22.05,0.0184,157.25
21.0,101.33,21.9,0.0196,156.88
20.99,101.26,21.91,0.0195,156.18
21.0,101.31,22.01,0.0222,155.38
21.01,101.32,21.91,0.0187,154.65
20.98,101.3,21.99,0.021,153.85
21.01,101.28,22.04,0.0182,153.07
21.01,101.35,21.92,0.0192,151.78
21.0,101.34,22.04,0.0171,150.48
21.0,101.33,21.92,0.0188,150.18
20.98,101.32,22.07,0.0213,148.94
21.0,101.3,22.01,0.0194,148.27
21.0,101.28,21.96,0.0192,147.08
20.98,101.3,22.06,0.0215,145.13
20.99,101.32,22.09,0.0223,144.05
21.01,101.34,21.92,0.0186,142.94
21.01,101.25,22.02,0.0179,142.4
21.0,101.26,21.92,0.0198,141.39
20.99,101.34,21.97,0.0212,139.25
21.01,101.25,21.98,0.0177,138.78
21.0,101.31,21.99,0.0171,137.51
20.98,101.34,21.93,0.0203,136.07
20.98,101.26,21.95,0.0189,134.38
21.0,101.27,22.08,0.0222,133.6
21.02,101.35,21.92,0.0199,132.38
21.02,101.26,21.98,0.0202,130.6
21.01,101.32,22.07,0.0221,130.05
20.98,101.32,22.06,0.0205,128.07
21.0,101.3,21.96,0.0178,127.46
20.99,101.34,22.04,0.0197,126.33
20.99,101.35,22.02,0.0225,124.56
21.01,101.33,21.9,0.0204,124.07
20.99,101.32,21.96,0.0199,123.12
21.01,101.33,22.04,0.0185,121.79
21.01,101.3,21.92,0.0186,120.9
21.0,101.28,21.91,0.018,119.98
21.02,101.26,22.02,0.0208,118.85
21.01,101.32,21.98,0.0192,118.23
20.99,101.29,22.08,0.0229,117.02
20.98,101.31,22.02,0.0177,115.61
21.0,101.26,21.93,0.0174,115.36
20.99,101.27,21.98,0.0176,114.63
20.99,101.35,21.99,0.0209,113.6
21.0,101.29,22.02,0.0183,113.39
21.01,101.32,22.03,0.0179,112.87
20.99,101.31,22.1,0.022,112.36
20.98,101.28,22.0,0.0193,111.46
20.98,101.27,22.02,0.0189,110.79
21.02,101.31,21.97,0.0216,110.78
20.99,101.31,21.9,0.017,110.24
21.01,101.33,22.02,0.0179,110.24
21.0,101.34,22.05,0.0215,110.02
21.02,101.34,22.04,0.0197,110.48
21.01,101.27,21.9,0.0182,110.47
21.01,101.27,21.97,0.0229,109.77
21.0,101.29,22.06,0.0211,109.92
21.01,101.31,21.92,0.0177,110.07
20.99,101.29,21.96,0.019,110.43
21.0,101.34,22.03,0.0227,110.5
21.0,101.29,21.94,0.0194,111.5
21.0,101.3,22.09,0.0176,111.88
20.99,101.34,22.08,0.0193,111.74
20.98,101.33,21.95,0.023,112.46
20.99,101.31,21.92,0.0222,113.04
21.01,101.28,21.92,0.0171,113.11
21.0,101.35,21.92,0.0171,113.87
20.99,101.27,22.0,0.0176,115.07
21.01,101.35,22.08,0.0208,115.59
21.01,101.3,21.92,0.021,116.36
20.98,101.27,22.03,0.0201,116.97
21.02,101.26,21.98,0.0179,118.74
21.01,101.3,22.02,0.0223,119.37
21.01,101.29,22.0,0.0171,120.63
20.98,101.32,22.03,0.0201,121.43
21.01,101.3,21.91,0.0207,122.34
20.99,101.28,22.05,0.0211,123.12
21.02,101.27,22.03,0.0199,124.95
21.01,101.33,21.94,0.0201,125.75
21.0,101.31,22.08,0.0217,126.49
20.99,101.27,22.07,0.021,128.23
21.0,101.29,21.98,0.02,129.12
20.98,101.3,21.99,0.0188,130.29
21.01,101.33,22.08,0.0225,131.68
21.01,101.31,22.02,0.0187,132.9
20.99,101.27,22.02,0.018,133.94
20.98,101.31,21.93,0.0222,135.01
20.98,101.34,21.9,0.0205,136.34
21.01,101.29,21.91,0.0218,137.75
21.02,101.3,22.03,0.0219,139.64
20.98,101.26,22.03,0.0204,140.84
20.99,101.35,21.97,0.0195,141.67
21.0,101.29,22.07,0.021,143.01
21.01,101.34,21.94,0.0196,144.21
21.0,101.34,22.02,0.0199,145.07
21.0,101.28,22.05,0.0196,146.41
20.99,101.29,22.08,0.0201,147.75
20.99,101.26,22.03,0.0208,148.33
21.0,101.29,21.96,0.0198,149.45
21.0,101.33,22.1,0.0184,150.33
21.0,101.34,21.96,0.0199,151.38
21.01,101.27,22.08,0.0223,152.57
21.01,101.31,22.08,0.0208,153.57
21.0,101.31,22.09,0.0188,153.63
20.98,101.34,22.07,0.0182,154.9
20.98,101.27,22.07,0.0177,155.37
20.98,101.27,22.08,0.0225,156.45
20.98,101.34,22.01,0.0181,156.96
20.98,101.26,22.02,0.018,157.47
21.0,101.33,21.98,0.0216,157.55
20.99,101.33,21.97,0.0212,158.76
21.02,101.31,22.01,0.0215,159.24
21.01,101.3,21.96,0.0229,159.25
20.99,101.3,21.93,0.0175,159.64
21.0,101.33,22.05,0.0183,159.79
20.99,101.35,22.05,0.023,159.53
20.99,101.29,21.94,0.0197,159.7
21.02,101.34,22.06,0.0205,160.32
20.99,101.3,22.01,0.0221,160.1
21.0,101.34,21.95,0.0201,159.92
21.02,101.32,21.96,0.0228,159.26
21.0,101.29,21.99,0.0188,159.36
20.99,101.26,22.04,0.0175,159.53
20.99,101.29,21.96,0.022,158.68
21.0,101.32,22.08,0.0172,158.82
21.0,101.35,22.08,0.0179,158.09
21.0,101.34,22.0,0.0204,157.76
20.99,101.33,22.08,0.0215,157.2
21.0,101.31,22.08,0.02,156.13
20.99,101.32,22.1,0.0172,155.84
20.98,101.3,22.0,0.0179,154.62
21.02,101.29,22.04,0.0179,154.27
20.99,101.3,21.93,0.02,153.08
21.01,101.27,21.92,0.0178,152.47
21.01,101.35,21.94,0.0221,151.61
21.01,101.35,22.09,0.0207,150.43
21.0,101.25,21.93,0.0185,149.34
21.0,101.32,22.0,0.0172,148.37
21.01,101.32,21.91,0.0184,147.71
21.0,101.34,22.01,0.019,146.82
21.0,101.27,21.9,0.0191,144.78
20.99,101.27,22.08,0.0214,143.63
21.0,101.29,21.93,0.0174,142.49
21.0,101.34,22.04,0.0198,141.47
21.01,101.31,21.93,0.02,140.81
21.01,101.32,22.02,0.0179,139.41
20.98,101.31,22.07,0.0175,138.15
21.01,101.26,22.07,0.0228,137.04
20.99,101.34,22.09,0.018,136.03
21.0,101.27,21.97,0.0203,133.85
21.01,101.26,21.91,0.0196,133.39
21.01,101.28,22.06,0.0217,131.7
20.98,101.3,21.94,0.0187,130.38
20.98,101.32,21.94,0.0227,129.32
21.01,101.27,21.97,0.0208,127.95
20.98,101.28,22.07,0.0229,126.7
20.99,101.26,21.9,0.0187,125.58
21.0,101.27,21.99,0.019,124.15
20.98,101.27,22.08,0.0175,123.42
21.01,101.3,21.92,0.018,122.64
20.98,101.25,22.02,0.0199,121.05
20.98,101.33,21.91,0.018,120.69
21.01,101.31,22.08,0.0188,119.18
20.99,101.3,21.91,0.0213,118.55
21.01,101.3,21.95,0.0174,117.66
21.0,101.33,22.02,0.0216,116.12
21.01,101.25,21.93,0.0184,115.31
21.0,101.29,22.08,0.0222,114.82
20.99,101.29,21.97,0.0192,114.73
20.99,101.27,22.0,0.0176,113.25
20.99,101.3,22.06,0.0193,112.98
21.01,101.31,22.04,0.0186,112.68
20.98,101.28,22.06,0.0198,111.52
20.98,101.29,22.08,0.0216,111.2
21.02,101.27,22.09,0.0189,111.06
20.99,101.3,22.1,0.018,110.91
20.98,101.32,21.96,0.0201,110.53
21.01,101.34,22.08,0.0215,110.29
21.01,101.32,21.92,0.0213,110.54
20.99,101.3,22.04,0.0183,109.62
21.0,101.28,22.01,0.0188,110.26
21.01,101.35,22.02,0.0201,110.02
21.0,101.28,22.04,0.0229,109.71
20.99,101.25,22.02,0.0173,110.37
21.02,101.3,21.94,0.0189,110.49
21.01,101.27,22.05,0.0224,110.32
21.01,101.32,22.05,0.017,111.63
21.0,101.27,21.9,0.0175,111.56
21.02,101.26,22.08,0.0212,111.73
20.99,101.32,22.06,0.017,112.1
20.99,101.28,22.0,0.02,112.96
20.98,101.35,22.09,0.02,113.75
20.99,101.3,22.09,0.0226,114.8
21.01,101.34,21.93,0.0201,115.32
21.0,101.31,21.94,0.0229,116.03
20.99,101.34,22.01,0.0228,117.29
20.99,101.25,21.97,0.0224,118.01
21.01,101.34,22.08,0.0214,118.74
21.01,101.32,22.08,0.0212,119.27
20.98,101.3,21.97,0.0209,121.08
21.0,101.35,21.94,0.0218,121.36
20.99,101.33,22.0,0.021,123.06
21.0,101.31,21.91,0.0217,123.58
20.99,101.34,21.98,0.0217,125.05
21.01,101.32,22.01,0.0191,125.96
21.0,101.35,22.04,0.0225,127.69
20.98,101.27,21.98,0.0181,128.02
21.02,101.28,22.05,0.02,129.27
20.98,101.27,21.99,0.0196,130.75
21.0,101.32,21.9,0.019,131.81
20.99,101.28,21.98,0.0217,133.58
21.01,101.33,21.91,0.0191,134.23
21.0,101.3,21.94,0.018,136.06
21.01,101.31,22.1,0.0218,136.76
20.98,101.29,21.95,0.0194,138.13
21.02,101.34,22.05,0.021,139.92
21.02,101.32,21.97,0.023,141.17
21.01,101.31,21.97,0.0175,142.2
21.0,101.28,22.07,0.0196,142.83
21.0,101.34,21.94,0.0223,144.82
20.99,101.29,22.1,0.0187,145.11
21.01,101.26,21.9,0.0228,146.94
20.98,101.31,21.93,0.0209,148.08
21.02,101.33,22.06,0.017,149.02
21.01,101.26,21.91,0.0202,149.88
21.01,101.25,21.97,0.0198,151.22
21.0,101.32,22.05,0.0212,151.38
21.01,101.28,21.93,0.0225,152.65
21.01,101.26,22.06,0.022,154.03
20.99,101.29,22.05,0.0203,154.16
20.99,101.28,22.02,0.0176,155.62
20.99,101.26,21.92,0.0187,155.74
20.98,101.34,22.01,0.0228,156.27
21.01,101.27,22.01,0.0219,156.89
21.0,101.26,22.0,0.0222,157.38
21.0,101.29,22.0,0.0193,158.53
21.02,101.3,21.92,0.0205,159.09
21.0,101.28,21.92,0.0182,159.47
20.98,101.29,22.07,0.0186,159.18
21.02,101.32,21.91,0.0185,159.97
21.02,101.26,22.06,0.0211,159.35
21.02,101.33,21.96,0.0212,160.26
21.0,101.26,21.93,0.0199,160.09
21.01,101.3,22.08,0.0229,159.92
20.98,101.3,21.96,0.0195,159.66
21.0,101.31,21.93,0.0198,159.42
21.0,101.35,21.94,0.0212,159.87
20.99,101.26,21.94,0.0172,159.63
20.99,101.27,21.96,0.0172,159.43
20.99,101.29,21.92,0.0218,158.42
21.01,101.27,22.03,0.0179,157.91
20.99,101.26,22.05,0.0225,158.04
20.98,101.33,21.93,0.0192,157.76
21.01,101.28,21.93,0.0198,156.66
21.01,101.32,22.01,0.0199,156.17
21.02,101.32,22.06,0.0183,155.46
20.98,101.28,22.09,0.0173,154.83
21.01,101.32,22.09,0.0189,153.48
21.01,101.35,21.95,0.0199,153.36
20.99,101.33,21.98,0.0229,151.8
21.0,101.3,21.92,0.0207,151.4
21.0,101.34,21.96,0.0208,150.04
20.99,101.32,22.05,0.018,148.83
21.0,101.28,21.91,0.0226,148.39
21.0,101.32,22.0,0.0188,147.24
21.0,101.25,22.08,0.0209,145.51
21.0,101.29,22.0,0.0225,144.6
21.01,101.33,21.95,0.0197,143.76
20.98,101.28,22.09,0.0189,142.2
21.01,101.29,21.99,0.019,141.66
21.0,101.3,21.96,0.0228,140.52
21.01,101.26,21.98,0.0229,138.99
21.02,101.34,21.9,0.0178,137.2
21.0,101.29,21.91,0.0222,136.84
20.99,101.29,21.91,0.018,134.99
21.0,101.3,21.98,0.0184,133.66
20.99,101.33,21.97,0.0176,132.45
21.01,101.34,21.96,0.0218,131.53
21.01,101.34,22.07,0.0201,130.28
21.01,101.25,21.92,0.0208,128.86
21.01,101.26,21.93,0.0213,128.15
21.0,101.28,21.91,0.0189,126.56
21.0,101.3,22.02,0.0176,125.26
21.01,101.3,22.06,0.0184,123.89
21.02,101.26,21.98,0.0219,122.87
21.01,101.33,22.0,0.0228,122.24
20.99,101.35,21.93,0.0192,120.78
21.0,101.26,22.0,0.0229,120.21
21.0,101.28,21.97,0.0188,119.42
20.98,101.32,22.0,0.0218,118.17
21.0,101.3,21.99,0.0212,116.94
20.98,101.28,21.94,0.0204,116.12
20.98,101.28,22.01,0.0188,115.46
21.02,101.34,21.98,0.0197,114.46
20.98,101.26,21.96,0.0208,113.54
21.0,101.28,22.03,0.0199,113.65
21.0,101.26,22.01,0.0202,112.35
20.99,101.35,21.96,0.0187,111.88
20.99,101.29,21.94,0.0192,111.28
21.02,101.25,22.06,0.0172,111.39
20.99,101.25,21.94,0.0201,111.12
21.02,101.26,22.06,0.021,111.01
20.99,101.33,22.01,0.0172,110.08
20.99,101.33,22.0,0.0227,110.55
21.01,101.34,22.06,0.018,110.32
20.99,101.27,22.08,0.0183,110.15
21.01,101.3,22.03,0.0174,109.6
21.0,101.28,21.93,0.0173,110.41
20.99,101.28,21.95,0.0211,109.82
21.01,101.3,21.92,0.0192,110.86
21.02,101.32,21.97,0.0192,111.04
20.99,101.29,22.04,0.0191,110.75
21.0,101.28,21.98,0.0194,111.6
21.0,101.33,21.99,0.0177,112.19
21.0,101.34,21.97,0.0181,112.12
21.0,101.33,22.07,0.0184,113.21
21.01,101.32,21.98,0.0179,113.62
20.99,101.32,22.05,0.0188,114.0
21.0,101.28,21.93,0.0178,114.81
20.99,101.3,22.04,0.0178,115.17
20.99,101.34,22.0,0.0189,116.62
21.01,101.29,21.96,0.0228,117.14
21.01,101.28,21.96,0.0189,117.77
21.0,101.35,21.97,0.0186,118.77
21.02,101.34,22.07,0.0218,119.9
21.02,101.28,22.09,0.0187,120.51
21.0,101.26,21.98,0.0219,122.21
21.0,101.35,22.03,0.017,123.33
21.02,101.32,22.02,0.017,124.57
21.02,101.31,21.97,0.0218,124.98
21.0,101.26,21.92,0.0222,126.21
21.0,101.27,22.0,0.0227,128.08
21.01,101.3,21.92,0.02,129.34
21.01,101.25,22.01,0.0212,130.02
20.99,101.32,22.05,0.0198,131.08
21.01,101.35,22.06,0.0176,132.74
21.02,101.25,22.01,0.0182,134.28
21.02,101.34,21.93,0.0209,134.88
21.0,101.32,21.96,0.0175,136.08
20.98,101.33,22.07,0.0213,137.57
21.01,101.33,21.99,0.0192,139.12
21.01,101.32,22.06,0.0212,140.09
21.01,101.35,21.93,0.0189,141.66
21.02,101.35,21.93,0.0215,142.58
21.02,101.33,21.98,0.0178,143.28
21.01,101.28,22.07,0.0217,144.67
20.99,101.32,21.96,0.0201,146.37
20.98,101.33,22.01,0.0199,146.76
21.01,101.32,21.97,0.0186,148.52
21.01,101.32,21.96,0.0215,148.71
21.02,101.31,21.99,0.0227,150.08
20.98,101.3,22.08,0.0202,151.64
21.01,101.28,22.0,0.0224,152.26
21.0,101.32,21.98,0.0199,152.78
20.99,101.28,22.04,0.0195,153.98
21.01,101.27,21.97,0.0198,154.25
20.99,101.26,21.93,0.0186,155.22
20.99,101.27,22.08,0.0172,156.28
21.01,101.26,21.93,0.0228,157.07
21.01,101.27,22.05,0.0178,156.95
